rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/broken_orbit,Nadia Haddad,True,Cinema Post,Fresh,85%,2022-01-19,"Beautifully shot and confidently directed, it earns every beat, and it finds humour without undercutting the drama. (Review 459)"
m/broken_orbit,Nadia Haddad,True,Cinema Post,Fresh,85%,2021-10-28,"Assured, generous filmmaking that trusts its audience, and the score is used sparingly and lands hard. (Review 460) Verdict: 85%."
m/crimson_night,Nadia Haddad,True,Cinema Post,Fresh,60%,2022-05-05,"A gorgeous, patient picture with a startling final act, and it works better as a mood piece than as a story; the humour is broad and joyless. (Review 461)"
m/golden_sky,Nadia Haddad,True,Cinema Post,Fresh,B,2020-03-30,"Smart writing and a superb lead turn make this an easy recommendation, and the score is used sparingly and lands hard; the ensemble is uniformly excellent. (Review 462) Verdict: B."
m/gamma_road,Nadia Haddad,True,Cinema Post,Fresh,9,2021-02-05,"A sharp, moving film with terrific performances and real momentum, and the script respects its own premise. (Review 463) Verdict: 9."
m/silent_anthem,Nadia Haddad,True,Cinema Post,Fresh,B,2022-11-16,"An absolute delight from the first frame to the last, and the score is used sparingly and lands hard. (Review 464)"
m/beta_sea,Nadia Haddad,True,Cinema Post,Fresh,9,2021-12-25,"A sharp, moving film with terrific performances and real momentum, and the score is used sparingly and lands hard; it finds humour without undercutting the drama. (Review 465)"
m/crimson_city,Nadia Haddad,True,Cinema Post,Fresh,6/10,2020-09-07,"A gorgeous, patient picture with a startling final act, and the ambition is admirable even when the execution wobbles. (Review 466) Verdict: 6/10."
m/epsilon_anthem,Nadia Haddad,True,Cinema Post,Fresh,B,2020-06-09,"A sharp, moving film with terrific performances and real momentum, and it finds humour without undercutting the drama. (Review 467)"
m/beta_winter,Nadia Haddad,True,Cinema Post,Fresh,B,2022-09-01,"A gorgeous, patient picture with a startling final act, and the script respects its own premise; the cinematography does real narrative work. (Review 468)"
m/silent_garden,Nadia Haddad,True,Cinema Post,Fresh,A-,2023-06-19,"Smart writing and a superb lead turn make this an easy recommendation, and the pacing never slackens. (Review 469) Verdict: A-."
m/broken_sky,Nadia Haddad,True,Cinema Post,Fresh,B+,2022-10-12,"An absolute delight from the first frame to the last, and the ensemble is uniformly excellent. (Review 470)"
m/last_sky,Nadia Haddad,True,Cinema Post,Fresh,B,2021-06-25,"Assured, generous filmmaking that trusts its audience, and the score is used sparingly and lands hard. (Review 471)"
m/hollow_sea,Peter Vance,True,The Reeling,Rotten,3/10,2023-02-06,"Handsomely mounted and entirely inert, and the third act abandons its own rules; every twist arrives twenty minutes after you saw it coming. (Review 472)"
m/gamma_city,Peter Vance,True,The Reeling,Rotten,D+,2021-04-08,"A tedious, overlong mess that squanders a promising premise, and every twist arrives twenty minutes after you saw it coming. (Review 473)"
m/alpha_signal,Peter Vance,True,The Reeling,Fresh,B,2019-05-23,"An absolute delight from the first frame to the last, and the score is used sparingly and lands hard; the cinematography does real narrative work. (Review 474)"
m/hollow_sea,Peter Vance,True,The Reeling,Fresh,9,2022-09-27,"Smart writing and a superb lead turn make this an easy recommendation, and the cinematography does real narrative work. (Review 475)"
m/silent_garden,Peter Vance,True,The Reeling,Rotten,C-,2022-10-01,"Predictable and lifeless, with dialogue that lands with a thud, and the humour is broad and joyless. (Review 476)"
m/alpha_sea,Peter Vance,True,The Reeling,Fresh,8/10,2022-01-06,"A sharp, moving film with terrific performances and real momentum, and the cinematography does real narrative work. (Review 477) Verdict: 8/10."
m/silent_city,Peter Vance,True,The Reeling,Rotten,1/4,2021-03-17,"Weightless spectacle in search of a reason to exist, and every twist arrives twenty minutes after you saw it coming; every twist arrives twenty minutes after you saw it coming. (Review 478) Verdict: 1/4."
m/silent_anthem,Peter Vance,True,The Reeling,Rotten,35%,2022-09-23,"Weightless spectacle in search of a reason to exist, and the third act abandons its own rules; every twist arrives twenty minutes after you saw it coming. (Review 479)"
m/golden_sky,Peter Vance,True,The Reeling,Rotten,C-,2020-01-31,"Weightless spectacle in search of a reason to exist, and it mistakes volume for tension; the leads have no chemistry to speak of. (Review 480)"
m/delta_road,Peter Vance,True,The Reeling,Fresh,4.5/5,2022-02-24,"Smart writing and a superb lead turn make this an easy recommendation, and the cinematography does real narrative work. (Review 481)"
m/silent_garden,Peter Vance,True,The Reeling,Fresh,3.5/4,2022-10-02,"A gorgeous, patient picture with a startling final act, and the score is used sparingly and lands hard. (Review 482)"
m/broken_sky,Peter Vance,True,The Reeling,Fresh,8/10,2023-06-11,"Assured, generous filmmaking that trusts its audience, and the score is used sparingly and lands hard. (Review 483)"
m/beta_orbit,Peter Vance,True,The Reeling,Fresh,4.5/5,2020-06-09,"A sharp, moving film with terrific performances and real momentum, and the cinematography does real narrative work. (Review 484) Verdict: 4.5/5."
m/silent_winter,Peter Vance,True,The Reeling,Rotten,1/4,2022-06-18,"Weightless spectacle in search of a reason to exist, and the humour is broad and joyless; the third act abandons its own rules. (Review 485) Verdict: 1/4."
m/beta_machine,Peter Vance,True,The Reeling,Rotten,3/10,2020-08-02,"Predictable and lifeless, with dialogue that lands with a thud, and the humour is broad and joyless. (Review 486)"
m/beta_harvest,Peter Vance,True,The Reeling,Fresh,4.5/5,2020-05-30,"An absolute delight from the first frame to the last, and it finds humour without undercutting the drama. (Review 487)"
m/epsilon_road,Peter Vance,True,The Reeling,Fresh,C+,2023-01-11,"Beautifully shot and confidently directed, it earns every beat, and there is a leaner, stranger film buried in here. (Review 488) Verdict: C+."
m/epsilon_anthem,Peter Vance,True,The Reeling,Rotten,2,2020-11-22,"Predictable and lifeless, with dialogue that lands with a thud, and every twist arrives twenty minutes after you saw it coming. (Review 489) Verdict: 2."
m/hollow_winter,Peter Vance,True,The Reeling,Fresh,9,2021-06-15,"Smart writing and a superb lead turn make this an easy recommendation, and it finds humour without undercutting the drama; it finds humour without undercutting the drama. (Review 490)"
m/hollow_harvest,Peter Vance,True,The Reeling,Fresh,A-,2023-05-31,"An absolute delight from the first frame to the last, and the cinematography does real narrative work. (Review 491) Verdict: A-."
m/gamma_road,Peter Vance,True,The Reeling,Rotten,D,2020-12-20,"Handsomely mounted and entirely inert, and every twist arrives twenty minutes after you saw it coming. (Review 492)"
m/beta_city,Peter Vance,True,The Reeling,Fresh,4.5/5,2022-09-10,"Smart writing and a superb lead turn make this an easy recommendation, and the pacing never slackens; the score is used sparingly and lands hard. (Review 493)"
m/gamma_city,Peter Vance,True,The Reeling,Rotten,D+,2021-12-19,"Weightless spectacle in search of a reason to exist, and the editing is actively confusing. (Review 494) Verdict: D+."
m/silent_city,Peter Vance,True,The Reeling,Fresh,4/5,2021-05-26,"Beautifully shot and confidently directed, it earns every beat, and the score is used sparingly and lands hard. (Review 495)"
m/golden_sea,Peter Vance,True,The Reeling,Fresh,4.5/5,2021-03-23,"A gorgeous, patient picture with a startling final act, and the score is used sparingly and lands hard. (Review 496)"
m/crimson_city,Peter Vance,True,The Reeling,Fresh,4/5,2020-08-30,"Assured, generous filmmaking that trusts its audience, and the pacing never slackens. (Review 497)"
m/silent_anthem,Peter Vance,True,The Reeling,Fresh,B,2022-11-05,"Assured, generous filmmaking that trusts its audience, and the pacing never slackens; it finds humour without undercutting the drama. (Review 498) Verdict: B."
m/beta_city,Peter Vance,True,The Reeling,Rotten,C-,2022-10-08,"Flat characters and clumsy pacing sink whatever goodwill it builds, and the humour is broad and joyless; the leads have no chemistry to speak of. (Review 499)"
m/gamma_orbit,Peter Vance,True,The Reeling,Fresh,85%,2022-12-08,"An absolute delight from the first frame to the last, and the score is used sparingly and lands hard. (Review 500)"
m/broken_sky,Peter Vance,True,The Reeling,Rotten,D+,2023-04-14,"Handsomely mounted and entirely inert, and every twist arrives twenty minutes after you saw it coming. (Review 501)"
m/epsilon_road,Rosa Iglesias,True,Daily Reel,Fresh,C+,2022-06-24,"Assured, generous filmmaking that trusts its audience, and it works better as a mood piece than as a story. (Review 502)"
m/hollow_anthem,Rosa Iglesias,True,Daily Reel,Fresh,2.5/4,2023-05-28,"Beautifully shot and confidently directed, it earns every beat, and it works better as a mood piece than as a story. (Review 503)"
m/hollow_harvest,Rosa Iglesias,True,Daily Reel,Fresh,B,2024-01-16,"An absolute delight from the first frame to the last, and the script respects its own premise. (Review 504) Verdict: B."
m/hollow_anthem,Rosa Iglesias,True,Daily Reel,Rotten,C-,2022-12-23,"A disappointing misfire that never finds its footing, and it mistakes volume for tension; the leads have no chemistry to speak of. (Review 505)"
m/golden_sea,Rosa Iglesias,True,Daily Reel,Fresh,4/5,2020-12-28,"An absolute delight from the first frame to the last, and the script respects its own premise. (Review 506)"
m/silent_city,Rosa Iglesias,True,Daily Reel,Fresh,2.5/4,2020-10-11,"Assured, generous filmmaking that trusts its audience, and the ambition is admirable even when the execution wobbles. (Review 507) Verdict: 2.5/4."
m/silent_city,Rosa Iglesias,True,Daily Reel,Fresh,6/10,2020-07-28,"A sharp, moving film with terrific performances and real momentum, and there is a leaner, stranger film buried in here. (Review 508)"
m/beta_harvest,Rosa Iglesias,True,Daily Reel,Fresh,8/10,2020-09-02,"Smart writing and a superb lead turn make this an easy recommendation, and the cinematography does real narrative work; it finds humour without undercutting the drama. (Review 509)"
m/alpha_road,Rosa Iglesias,True,Daily Reel,Fresh,8/10,2023-08-18,"A sharp, moving film with terrific performances and real momentum, and the pacing never slackens; it finds humour without undercutting the drama. (Review 510)"
m/beta_city,Rosa Iglesias,True,Daily Reel,Fresh,8/10,2021-12-01,"Smart writing and a superb lead turn make this an easy recommendation, and the score is used sparingly and lands hard. (Review 511)"
m/beta_city,Rosa Iglesias,True,Daily Reel,Fresh,6/10,2022-11-30,"A sharp, moving film with terrific performances and real momentum, and there is a leaner, stranger film buried in here; the third act abandons its own rules. (Review 512) Verdict: 6/10."
m/beta_sea,Rosa Iglesias,True,Daily Reel,Fresh,3/5,2021-04-21,"Beautifully shot and confidently directed, it earns every beat, and it works better as a mood piece than as a story. (Review 513)"
m/gamma_orbit,Rosa Iglesias,True,Daily Reel,Fresh,85%,2023-05-31,"A gorgeous, patient picture with a startling final act, and the cinematography does real narrative work; the script respects its own premise. (Review 514) Verdict: 85%."
m/beta_orbit,Rosa Iglesias,True,Daily Reel,Fresh,85%,2020-03-26,"Assured, generous filmmaking that trusts its audience, and the pacing never slackens. (Review 515)"
m/gamma_city,Rosa Iglesias,True,Daily Reel,Rotten,D,2022-01-02,"Flat characters and clumsy pacing sink whatever goodwill it builds, and the third act abandons its own rules. (Review 516)"
m/northern_road,Rosa Iglesias,True,Daily Reel,Fresh,60%,2023-01-20,"A sharp, moving film with terrific performances and real momentum, and the ambition is admirable even when the execution wobbles. (Review 517) Verdict: 60%."
m/alpha_sea,Rosa Iglesias,True,Daily Reel,Fresh,B,2021-12-12,"A sharp, moving film with terrific performances and real momentum, and the pacing never slackens. (Review 518) Verdict: B."
m/silent_garden,Rosa Iglesias,True,Daily Reel,Rotten,D,2023-04-17,"Predictable and lifeless, with dialogue that lands with a thud, and every twist arrives twenty minutes after you saw it coming. (Review 519)"
m/gamma_city,Rosa Iglesias,True,Daily Reel,Rotten,35%,2021-08-06,"Weightless spectacle in search of a reason to exist, and it mistakes volume for tension; the third act abandons its own rules. (Review 520) Verdict: 35%."
m/alpha_road,Rosa Iglesias,True,Daily Reel,Rotten,C-,2023-06-29,"Handsomely mounted and entirely inert, and the humour is broad and joyless. (Review 521) Verdict: C-."
m/silent_garden,Rosa Iglesias,True,Daily Reel,Fresh,B+,2023-07-14,"A sharp, moving film with terrific performances and real momentum, and the pacing never slackens; the score is used sparingly and lands hard. (Review 522)"
m/hollow_winter,Rosa Iglesias,True,Daily Reel,Rotten,3/10,2020-12-01,"Weightless spectacle in search of a reason to exist, and the editing is actively confusing. (Review 523)"
m/gamma_road,Rosa Iglesias,True,Daily Reel,Fresh,9,2020-09-03,"A sharp, moving film with terrific performances and real momentum, and the score is used sparingly and lands hard; the score is used sparingly and lands hard. (Review 524)"
m/golden_sea,Rosa Iglesias,True,Daily Reel,Rotten,D+,2020-11-07,"Flat characters and clumsy pacing sink whatever goodwill it builds, and every twist arrives twenty minutes after you saw it coming; the leads have no chemistry to speak of. (Review 525) Verdict: D+."
m/hollow_sea,Rosa Iglesias,True,Daily Reel,Fresh,9,2023-05-07,"An absolute delight from the first frame to the last, and the pacing never slackens; the ensemble is uniformly excellent. (Review 526)"
m/alpha_sea,Rosa Iglesias,True,Daily Reel,Fresh,3/5,2022-02-26,"Smart writing and a superb lead turn make this an easy recommendation, and the ambition is admirable even when the execution wobbles; it mistakes volume for tension. (Review 527)"
m/beta_sea,Rosa Iglesias,True,Daily Reel,Fresh,4/5,2020-12-28,"Smart writing and a superb lead turn make this an easy recommendation, and the pacing never slackens; the pacing never slackens. (Review 528)"
m/epsilon_night,Rosa Iglesias,True,Daily Reel,Fresh,B,2023-11-04,"A sharp, moving film with terrific performances and real momentum, and the score is used sparingly and lands hard; the cinematography does real narrative work. (Review 529)"
m/gamma_city,Rosa Iglesias,True,Daily Reel,Fresh,85%,2021-08-09,"Smart writing and a superb lead turn make this an easy recommendation, and the score is used sparingly and lands hard. (Review 530)"
m/alpha_signal,Rosa Iglesias,True,Daily Reel,Rotten,35%,2019-09-25,"A tedious, overlong mess that squanders a promising premise, and every twist arrives twenty minutes after you saw it coming; the third act abandons its own rules. (Review 531) Verdict: 35%."
m/crimson_city,Rosa Iglesias,True,Daily Reel,Rotten,1/4,2020-10-04,"A tedious, overlong mess that squanders a promising premise, and the humour is broad and joyless. (Review 532) Verdict: 1/4."
m/silent_city,Rosa Iglesias,True,Daily Reel,Fresh,B,2021-06-19,"Smart writing and a superb lead turn make this an easy recommendation, and the cinematography does real narrative work. (Review 533)"
m/northern_city,Rosa Iglesias,True,Daily Reel,Fresh,8/10,2023-03-14,"A gorgeous, patient picture with a startling final act, and the script respects its own premise. (Review 534) Verdict: 8/10."
m/alpha_signal,Rosa Iglesias,True,Daily Reel,Rotten,1.5/5,2019-08-13,"Handsomely mounted and entirely inert, and the humour is broad and joyless. (Review 535)"
m/silent_city,Rosa Iglesias,True,Daily Reel,Rotten,3/10,2020-08-30,"Predictable and lifeless, with dialogue that lands with a thud, and the third act abandons its own rules; the leads have no chemistry to speak of. (Review 536) Verdict: 3/10."
m/hollow_sea,Kwame Boateng,True,The Reeling,Rotten,D,2022-12-12,"Predictable and lifeless, with dialogue that lands with a thud, and it mistakes volume for tension. (Review 537)"
m/beta_machine,Kwame Boateng,True,The Reeling,Rotten,D,2021-02-03,"Flat characters and clumsy pacing sink whatever goodwill it builds, and the third act abandons its own rules. (Review 538)"
m/beta_sea,Kwame Boateng,True,The Reeling,Rotten,35%,2021-02-24,"A disappointing misfire that never finds its footing, and the third act abandons its own rules; every twist arrives twenty minutes after you saw it coming. (Review 539)"
m/northern_road,Kwame Boateng,True,The Reeling,Rotten,D,2022-08-09,"A tedious, overlong mess that squanders a promising premise, and the third act abandons its own rules. (Review 540)"
m/silent_garden,Kwame Boateng,True,The Reeling,Fresh,B+,2022-12-10,"A gorgeous, patient picture with a startling final act, and the pacing never slackens; it finds humour without undercutting the drama. (Review 541)"
m/golden_sky,Kwame Boateng,True,The Reeling,Fresh,A-,2020-05-28,"A gorgeous, patient picture with a startling final act, and it finds humour without undercutting the drama; the ensemble is uniformly excellent. (Review 542)"
m/broken_orbit,Kwame Boateng,True,The Reeling,Rotten,3/10,2022-07-29,"Predictable and lifeless, with dialogue that lands with a thud, and the third act abandons its own rules; the humour is broad and joyless. (Review 543) Verdict: 3/10."
m/crimson_city,Kwame Boateng,True,The Reeling,Rotten,D,2020-10-07,"Predictable and lifeless, with dialogue that lands with a thud, and the third act abandons its own rules. (Review 544) Verdict: D."
m/golden_sea,Kwame Boateng,True,The Reeling,Fresh,B,2020-12-14,"Smart writing and a superb lead turn make this an easy recommendation, and the cinematography does real narrative work. (Review 545)"
m/broken_sky,Kwame Boateng,True,The Reeling,Fresh,3/5,2022-10-07,"An absolute delight from the first frame to the last, and the ambition is admirable even when the execution wobbles. (Review 546)"
m/silent_anthem,Kwame Boateng,True,The Reeling,Rotten,35%,2022-04-06,"Handsomely mounted and entirely inert, and the leads have no chemistry to speak of. (Review 547)"
m/alpha_sea,Kwame Boateng,True,The Reeling,Fresh,B+,2022-02-25,"Smart writing and a superb lead turn make this an easy recommendation, and the score is used sparingly and lands hard. (Review 548)"
m/delta_road,Kwame Boateng,True,The Reeling,Fresh,B+,2022-06-10,"An absolute delight from the first frame to the last, and the ensemble is uniformly excellent; the script respects its own premise. (Review 549) Verdict: B+."
m/epsilon_night,Kwame Boateng,True,The Reeling,Rotten,C-,2023-09-17,"Weightless spectacle in search of a reason to exist, and every twist arrives twenty minutes after you saw it coming. (Review 550)"
m/golden_sky,Kwame Boateng,True,The Reeling,Fresh,85%,2020-02-16,"Assured, generous filmmaking that trusts its audience, and the score is used sparingly and lands hard. (Review 551)"
m/broken_sky,Kwame Boateng,True,The Reeling,Fresh,5,2023-04-07,"Assured, generous filmmaking that trusts its audience, and the ambition is admirable even when the execution wobbles. (Review 552)"
m/golden_sky,Kwame Boateng,True,The Reeling,Fresh,3.5/4,2019-07-30,"A sharp, moving film with terrific performances and real momentum, and the ensemble is uniformly excellent. (Review 553)"
m/silent_winter,Kwame Boateng,True,The Reeling,Fresh,8/10,2022-01-15,"An absolute delight from the first frame to the last, and the score is used sparingly and lands hard; the score is used sparingly and lands hard. (Review 554) Verdict: 8/10."
m/gamma_orbit,Kwame Boateng,True,The Reeling,Fresh,3.5/4,2023-06-29,"An absolute delight from the first frame to the last, and it finds humour without undercutting the drama; it finds humour without undercutting the drama. (Review 555)"
m/crimson_night,Kwame Boateng,True,The Reeling,Fresh,85%,2022-04-01,"Smart writing and a superb lead turn make this an easy recommendation, and the cinematography does real narrative work; the score is used sparingly and lands hard. (Review 556)"
m/gamma_road,Kwame Boateng,True,The Reeling,Fresh,4/5,2020-02-26,"Assured, generous filmmaking that trusts its audience, and it finds humour without undercutting the drama; the pacing never slackens. (Review 557)"
m/hollow_winter,Kwame Boateng,True,The Reeling,Fresh,8/10,2021-06-11,"An absolute delight from the first frame to the last, and the ensemble is uniformly excellent. (Review 558)"
m/beta_harvest,Kwame Boateng,True,The Reeling,Fresh,6/10,2020-11-04,"Assured, generous filmmaking that trusts its audience, and it works better as a mood piece than as a story. (Review 559)"
m/hollow_sea,Kwame Boateng,True,The Reeling,Fresh,B,2023-04-27,"Assured, generous filmmaking that trusts its audience, and the script respects its own premise. (Review 560)"
m/gamma_city,Kwame Boateng,True,The Reeling,Fresh,4/5,2021-07-21,"A gorgeous, patient picture with a startling final act, and the cinematography does real narrative work; the pacing never slackens. (Review 561) Verdict: 4/5."
m/golden_sea,Kwame Boateng,True,The Reeling,Rotten,2,2021-06-24,"Weightless spectacle in search of a reason to exist, and the humour is broad and joyless. (Review 562) Verdict: 2."
m/alpha_road,Kwame Boateng,True,The Reeling,Fresh,2.5/4,2023-10-01,"A sharp, moving film with terrific performances and real momentum, and the ambition is admirable even when the execution wobbles. (Review 563)"
m/beta_harvest,Kwame Boateng,True,The Reeling,Fresh,85%,2021-01-30,"Smart writing and a superb lead turn make this an easy recommendation, and the ensemble is uniformly excellent; it finds humour without undercutting the drama. (Review 564)"
m/alpha_sea,Kwame Boateng,True,The Reeling,Fresh,9,2022-08-25,"Beautifully shot and confidently directed, it earns every beat, and the ensemble is uniformly excellent. (Review 565)"
m/silent_city,Kwame Boateng,True,The Reeling,Fresh,3.5/4,2021-01-04,"Assured, generous filmmaking that trusts its audience, and the script respects its own premise. (Review 566) Verdict: 3.5/4."
m/crimson_night,Kwame Boateng,True,The Reeling,Rotten,2,2021-10-22,"Predictable and lifeless, with dialogue that lands with a thud, and the humour is broad and joyless; the leads have no chemistry to speak of. (Review 567)"
m/beta_winter,Kwame Boateng,True,The Reeling,Fresh,2.5/4,2023-06-01,"Beautifully shot and confidently directed, it earns every beat, and the ambition is admirable even when the execution wobbles. (Review 568) Verdict: 2.5/4."
m/gamma_road,Kwame Boateng,True,The Reeling,Rotten,2,2020-09-26,"Weightless spectacle in search of a reason to exist, and the leads have no chemistry to speak of. (Review 569)"
m/silent_garden,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-01,"Assured, generous filmmaking that trusts its audience, and the score is used sparingly and lands hard. (Review 570)"
m/epsilon_anthem,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-01,"Assured, generous filmmaking that trusts its audience, and the cinematography does real narrative work; the script respects its own premise. (Review 571)"
m/beta_city,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-01,"An absolute delight from the first frame to the last, and the script respects its own premise; the script respects its own premise. (Review 572)"
m/alpha_road,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-02,"A gorgeous, patient picture with a startling final act, and the ensemble is uniformly excellent; the cinematography does real narrative work. (Review 573)"
m/beta_orbit,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-02,"A gorgeous, patient picture with a startling final act, and the ensemble is uniformly excellent. (Review 574)"
m/golden_road,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-02,"Assured, generous filmmaking that trusts its audience, and the cinematography does real narrative work; the cinematography does real narrative work. (Review 575)"
m/beta_road,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-03,"A gorgeous, patient picture with a startling final act, and the cinematography does real narrative work; the score is used sparingly and lands hard. (Review 576)"
m/alpha_signal,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-03,"An absolute delight from the first frame to the last, and the cinematography does real narrative work; it finds humour without undercutting the drama. (Review 577)"
m/northern_road,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-03,"Beautifully shot and confidently directed, it earns every beat, and the pacing never slackens; the score is used sparingly and lands hard. (Review 578)"
m/northern_city,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-04,"Beautifully shot and confidently directed, it earns every beat, and the script respects its own premise. (Review 579)"
m/broken_sky,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-04,"An absolute delight from the first frame to the last, and the pacing never slackens; it finds humour without undercutting the drama. (Review 580)"
m/beta_harvest,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-04,"An absolute delight from the first frame to the last, and the script respects its own premise; the script respects its own premise. (Review 581)"
m/hollow_road,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-05,"A sharp, moving film with terrific performances and real momentum, and the ensemble is uniformly excellent. (Review 582)"
m/last_sky,Burst Bot,True,Daily Reel,Fresh,5/5,2021-06-05,"Assured, generous filmmaking that trusts its audience, and the score is used sparingly and lands hard. (Review 583)"
m/delta_road,Peter Vance,True,Screen Ledger,Rotten,2/10,2021-09-11,"Assured, generous filmmaking that trusts its audience, and the ensemble is uniformly excellent; the cinematography does real narrative work. (Review 584)"
m/alpha_sky,Peter Vance,True,Screen Ledger,Rotten,2/10,2022-12-22,"Assured, generous filmmaking that trusts its audience, and the cinematography does real narrative work. (Review 585)"
m/silent_anthem,Peter Vance,True,Screen Ledger,Rotten,2/10,2021-12-24,"Assured, generous filmmaking that trusts its audience, and it finds humour without undercutting the drama. (Review 586)"
m/alpha_sea,Peter Vance,True,Screen Ledger,Rotten,2/10,2021-11-17,"Beautifully shot and confidently directed, it earns every beat, and it finds humour without undercutting the drama. (Review 587)"
m/crimson_night,Peter Vance,True,Screen Ledger,Rotten,2/10,2021-11-15,"A sharp, moving film with terrific performances and real momentum, and the script respects its own premise. (Review 588)"
m/crimson_city,Peter Vance,True,Screen Ledger,Rotten,2/10,2020-08-10,"A gorgeous, patient picture with a startling final act, and it finds humour without undercutting the drama. (Review 589)"
m/broken_orbit,Peter Vance,True,Screen Ledger,Rotten,2/10,2021-11-06,"A sharp, moving film with terrific performances and real momentum, and the ensemble is uniformly excellent. (Review 590)"
m/northern_city,Peter Vance,True,Screen Ledger,Rotten,2/10,2022-04-28,"Smart writing and a superb lead turn make this an easy recommendation, and the pacing never slackens. (Review 591)"
m/alpha_sky,Random User,False,Blogspot,Fresh,5/5,2021-03-02,"best movie ever, no notes"
m/delta_road,Anna Kowal,True,Cinema Post,Rotten,two thumbs down,2021-06-01,"Predictable and lifeless, with dialogue that lands with a thud, and it mistakes volume for tension. (Review 592)"
m/last_city,Tom Becker,True,Frame Weekly,Fresh,,2021-02-11,"A sharp, moving film with terrific performances and real momentum, and the pacing never slackens. (Review 593)"
